no,gender,age,height,weight,bmi,griffith,sensitivity,preference,environment,season,ta,hr,va,date,time
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,21.22,14,0.48,65,2
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,20.64,14,0.0,65,3
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,20.5,14,0.24,65,0
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,21.43,14,0.72,65,1
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,20.71,14,0.24,65,2
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,20.96,14,0.6,65,3
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,20.5,14,0.96,65,0
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,20.6,14,0.0,65,1
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,21.44,14,0.48,65,2
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,21.05,14,0.0,65,3
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,20.5,14,0.84,65,0
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,21.01,14,0.72,65,1
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,21.33,14,0.6,65,2
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,20.83,14,0.96,65,3
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,20.5,14,0.48,65,0
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,20.81,14,1.2,65,1
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,21.42,14,0.48,65,2
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,21.07,14,0.48,65,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,20.5,14,0.96,65,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,20.65,14,0.6,65,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,21.27,14,0.12,65,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,20.87,14,0.0,65,3
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,20.5,14,1.2,65,0
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,20.61,14,1.08,65,1
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,20.74,14,0.48,65,2
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,21.05,14,0.24,65,3
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,21.0,14,0.36,66,0
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,21.06,14,0.36,66,1
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,21.27,14,0.36,66,2
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,21.21,14,0.6,66,3
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,21.0,14,1.2,66,0
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,21.56,14,0.72,66,1
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,21.58,14,0.6,66,2
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,21.16,14,0.48,66,3
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,21.0,14,1.2,66,0
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,21.72,14,0.72,66,1
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,21.75,14,0.96,66,2
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,21.11,14,0.72,66,3
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,21.0,14,0.72,66,0
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,21.94,14,0.72,66,1
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,21.05,14,0.48,66,2
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,21.94,14,0.36,66,3
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,21.0,14,0.84,66,0
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,21.86,14,0.6,66,1
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,21.11,14,0.72,66,2
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,21.73,14,0.24,66,3
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,21.0,14,0.24,66,0
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,21.82,14,0.6,66,1
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,21.29,14,0.24,66,2
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,21.15,14,0.84,66,3
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,21.0,14,0.36,66,0
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,21.39,14,0.36,66,1
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,21.16,14,0.12,66,2
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,21.05,14,1.2,66,3
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,21.0,14,0.84,66,0
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,21.61,14,0.6,66,1
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,21.12,14,0.36,66,2
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,21.97,14,0.36,66,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,21.0,14,0.96,66,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,21.57,14,0.24,66,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,21.68,14,1.08,66,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,21.7,14,0.24,66,3
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,21.0,14,0.96,66,0
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,21.74,14,0.72,66,1
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,21.31,14,0.72,66,2
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,21.46,14,0.84,66,3
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,21.5,14,0.24,67,0
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,21.77,14,0.12,67,1
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,21.84,14,0.84,67,2
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,21.93,14,0.72,67,3
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,21.5,14,0.0,67,0
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,21.81,14,1.2,67,1
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,22.02,14,0.6,67,2
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,21.87,14,0.84,67,3
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,21.5,14,1.08,67,0
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,21.81,14,0.96,67,1
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,22.32,14,1.2,67,2
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,22.39,14,0.48,67,3
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,21.5,14,0.48,67,0
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,22.21,14,0.24,67,1
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,21.63,14,0.12,67,2
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,22.4,14,0.96,67,3
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,21.5,14,0.36,67,0
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,21.67,14,0.96,67,1
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,21.9,14,0.24,67,2
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,22.15,14,0.6,67,3
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,21.5,14,0.96,67,0
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,22.28,14,0.36,67,1
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,22.01,14,0.72,67,2
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,22.49,14,0.72,67,3
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,21.5,14,1.2,67,0
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,21.53,14,0.6,67,1
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,22.01,14,0.96,67,2
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,22.21,14,0.96,67,3
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,21.5,14,0.72,67,0
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,21.53,14,1.08,67,1
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,21.73,14,0.96,67,2
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,22.04,14,0.6,67,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,21.5,14,0.36,67,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,22.23,14,1.2,67,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,22.39,14,0.96,67,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,22.41,14,1.08,67,3
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,21.5,14,0.12,67,0
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,21.78,14,0.0,67,1
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,21.92,14,0.24,67,2
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,22.35,14,0.6,67,3
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,22.0,14,0.48,68,0
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,22.41,14,0.6,68,1
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,22.65,14,0.48,68,2
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,22.79,14,0.12,68,3
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,22.0,14,1.2,68,0
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,22.56,14,0.48,68,1
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,22.98,14,0.24,68,2
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,22.22,14,0.36,68,3
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,22.0,14,0.36,68,0
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,22.73,14,0.84,68,1
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,22.95,14,0.72,68,2
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,22.92,14,0.72,68,3
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,22.0,14,0.96,68,0
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,22.22,14,0.36,68,1
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,22.49,14,0.48,68,2
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,22.84,14,0.84,68,3
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,22.0,14,0.12,68,0
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,22.93,14,0.12,68,1
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,22.93,14,0.6,68,2
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,22.42,14,0.12,68,3
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,22.0,14,0.0,68,0
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,22.3,14,0.36,68,1
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,22.51,14,0.84,68,2
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,22.59,14,0.84,68,3
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,22.0,14,0.96,68,0
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,22.06,14,0.6,68,1
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,22.35,14,1.08,68,2
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,22.2,14,0.12,68,3
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,22.0,14,0.96,68,0
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,22.49,14,0.48,68,1
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,22.96,14,0.72,68,2
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,22.63,14,0.48,68,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,22.0,14,0.48,68,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,22.42,14,0.48,68,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,22.64,14,0.96,68,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,22.7,14,0.24,68,3
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,22.0,14,0.6,68,0
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,22.62,14,0.6,68,1
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,22.64,14,0.0,68,2
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,22.43,14,0.72,68,3
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,22.5,14,0.24,69,0
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,22.71,14,0.48,69,1
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,22.84,14,0.36,69,2
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,23.33,14,0.12,69,3
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,22.5,14,0.84,69,0
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,22.94,14,1.08,69,1
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,23.48,14,1.2,69,2
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,23.28,14,1.08,69,3
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,22.5,14,0.36,69,0
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,23.02,14,0.84,69,1
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,23.17,14,0.6,69,2
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,22.55,14,0.24,69,3
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,22.5,14,0.96,69,0
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,22.57,14,0.12,69,1
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,22.83,14,1.08,69,2
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,22.72,14,0.72,69,3
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,22.5,14,0.36,69,0
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,23.08,14,1.08,69,1
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,22.81,14,1.08,69,2
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,22.59,14,0.84,69,3
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,22.5,14,0.36,69,0
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,22.67,14,0.96,69,1
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,23.49,14,0.0,69,2
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,23.13,14,0.96,69,3
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,22.5,14,0.36,69,0
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,23.22,14,0.48,69,1
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,22.88,14,0.24,69,2
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,23.39,14,0.12,69,3
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,22.5,14,1.08,69,0
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,22.8,14,0.6,69,1
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,22.7,14,0.24,69,2
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,22.65,14,0.24,69,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,22.5,14,0.24,69,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,23.07,14,0.96,69,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,23.2,14,0.36,69,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,23.11,14,0.84,69,3
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,22.5,14,1.08,69,0
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,22.62,14,1.08,69,1
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,23.47,14,0.36,69,2
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,23.23,14,0.24,69,3
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,23.0,14,0.48,70,0
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,23.59,14,0.6,70,1
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,23.41,14,0.36,70,2
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,23.4,14,0.72,70,3
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,23.0,14,0.12,70,0
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,23.19,14,0.0,70,1
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,23.24,14,0.12,70,2
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,23.28,14,1.2,70,3
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,23.0,14,0.12,70,0
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,23.77,14,0.6,70,1
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,23.25,14,0.36,70,2
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,23.48,14,0.96,70,3
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,23.0,14,0.48,70,0
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,23.47,14,0.6,70,1
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,23.78,14,0.84,70,2
19.0,1.0,23.0,180.0,65.0,20.06,0.96,1.0,1.0,1.0,1.0,23.17,14,0.48,70,3
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,23.0,14,0.72,70,0
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,23.94,14,0.84,70,1
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,23.73,14,0.96,70,2
29.0,0.0,24.0,164.0,47.0,17.47,0.94,1.0,0.0,1.0,1.0,23.21,14,0.36,70,3
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,23.0,14,0.0,70,0
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,23.07,14,0.0,70,1
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,23.23,14,0.12,70,2
37.0,0.0,25.0,162.0,50.0,19.05,1.24,2.0,-1.0,1.0,1.0,23.75,14,0.48,70,3
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,23.0,14,0.48,70,0
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,23.03,14,0.84,70,1
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,23.52,14,0.0,70,2
39.0,1.0,21.0,185.0,74.0,21.62,-0.83,1.0,-1.0,0.0,1.0,23.83,14,0.24,70,3
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,23.0,14,0.12,70,0
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,23.8,14,0.12,70,1
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,23.24,14,0.12,70,2
44.0,1.0,23.0,181.0,76.0,23.2,1.24,1.0,1.0,0.0,1.0,23.85,14,0.6,70,3
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,23.0,14,0.96,70,0
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,23.2,14,0.24,70,1
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,23.13,14,0.84,70,2
46.0,1.0,22.0,179.0,77.0,24.03,0.89,0.0,0.0,1.0,1.0,23.12,14,0.6,70,3
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,23.0,14,0.36,70,0
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,23.73,14,0.12,70,1
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,23.07,14,0.84,70,2
54.0,1.0,24.0,173.0,70.0,23.39,2.0,0.0,0.0,1.0,1.0,23.24,14,0.84,70,3
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,23.5,14,0.12,71,0
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,23.97,14,0.72,71,1
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,23.88,14,0.72,71,2
3.0,1.0,23.0,173.0,85.0,28.4,1.28,0.0,-1.0,0.0,1.0,23.54,14,0.0,71,3
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,23.5,14,0.24,71,0
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,24.19,14,0.72,71,1
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,24.2,14,0.84,71,2
7.0,1.0,24.0,183.0,60.0,17.92,2.37,0.0,-1.0,0.0,1.0,24.19,14,0.12,71,3
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,23.5,14,0.36,71,0
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,24.09,14,0.48,71,1
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,24.28,14,0.24,71,2
16.0,1.0,22.0,180.0,66.0,20.37,2.27,1.0,-1.0,1.0,1.0,24.34,14,0.96,71,3
